UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.5852+/-0.0034,train_time: 0.00000+/-0.00000,test_time: 0.42644+/-0.00230), => aucs:0.5788777777777779-0.5865333333333334-0.5876777777777777-0.5845666666666668-0.5881055555555557, train_times:0-0-0-0-0, test_times:0.4287305676727556-0.4290826478856616-0.4234101068577729-0.426757132448256-0.4242106899502687, n_comp: -, -, space_sizes: |model_spaces: 962.506-962.506-961.738-962.89-962.89,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7612+/-0.1379,train_time: 0.00000+/-0.00000,test_time: 0.01631+/-0.00048), => aucs:0.7239277777777778-0.8902833333333332-0.9485666666666669-0.6601166666666667-0.5833166666666667, train_times:0-0-0-0-0, test_times:0.01650124308653176-0.01693628611974418-0.01633588648401201-0.015455673378892244-0.016330905654467643, n_comp: -, -, space_sizes: |model_spaces: 46.289-46.817-46.289-46.641-46.289,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.8208+/-0.1262,train_time: 0.00000+/-0.00000,test_time: 0.01678+/-0.00008), => aucs:0.9266666666666665-0.718888888888889-0.9440333333333333-0.8892888888888889-0.6253444444444444, train_times:0-0-0-0-0, test_times:0.016936551395338027-0.016740840615238995-0.016761266288813203-0.016758815478533508-0.016690662421751767, n_comp: -, -, space_sizes: |model_spaces: 46.829-46.741-46.741-46.741-46.741,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6758+/-0.0071,train_time: 0.00000+/-0.00000,test_time: 0.40108+/-0.00074), => aucs:0.6819722222222224-0.6647277777777776-0.6813388888888887-0.6810722222222225-0.6699833333333333, train_times:0-0-0-0-0, test_times:0.4024339735507965-0.40059024245711045-0.40053867691894995-0.40131220443872734-0.40053472412982954, n_comp: -, -, space_sizes: |model_spaces: 441.29-440.762-441.114-440.938-441.114,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.5940+/-0.0281,train_time: 0.00000+/-0.00000,test_time: 0.05895+/-0.00009), => aucs:0.6346944444444447-0.6022055555555554-0.547238888888889-0.5980444444444443-0.5880222222222221, train_times:0-0-0-0-0, test_times:0.058844761399086565-0.059067834611050786-0.058943249913863835-0.05886703606229275-0.05905138386879116, n_comp: -, -, space_sizes: |model_spaces: 141.709-141.757-141.709-141.805-141.757,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6559+/-0.0025,train_time: 0.00000+/-0.00000,test_time: 0.05909+/-0.00007), => aucs:0.6536055555555558-0.6585222222222222-0.6541944444444445-0.6539277777777779-0.659338888888889, train_times:0-0-0-0-0, test_times:0.0592167105874978-0.05901176632614806-0.05909444954013452-0.059116150811314584-0.05903423336567357, n_comp: -, -, space_sizes: |model_spaces: 141.865-141.817-141.769-141.817-141.817,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.3329+/-0.0242,train_time: 0.00000+/-0.00000,test_time: 0.01459+/-0.00005), => aucs:0.36527222222222216-0.3511944444444445-0.33752777777777776-0.30361111111111116-0.3069111111111111, train_times:0-0-0-0-0, test_times:0.014685251249466092-0.01455558742163703-0.014588716125581413-0.014527558349072933-0.014582134655211122, n_comp: -, -, space_sizes: |model_spaces: 21.579-21.579-21.579-21.579-21.579,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.3621+/-0.0142,train_time: 0.00000+/-0.00000,test_time: 0.01486+/-0.00061), => aucs:0.3557055555555556-0.3666555555555556-0.3406388888888889-0.3633833333333333-0.383988888888889, train_times:0-0-0-0-0, test_times:0.01459126699483022-0.014543986006174237-0.014526534243486822-0.014573175774421543-0.0160753742326051, n_comp: -, -, space_sizes: |model_spaces: 21.591-21.591-21.591-21.591-21.591,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6425+/-0.0361,train_time: 0.00000+/-0.00000,test_time: 0.01576+/-0.00011), => aucs:0.6611444444444443-0.6498055555555556-0.5989333333333333-0.6964000000000001-0.606461111111111, train_times:0-0-0-0-0, test_times:0.015919699671212584-0.015683935477863998-0.015855533163994552-0.015733782073948533-0.015619401424191891, n_comp: -, -, space_sizes: |model_spaces: 22.729-22.641-22.817-22.729-22.553,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6167+/-0.0174,train_time: 0.00000+/-0.00000,test_time: 0.01612+/-0.00007), => aucs:0.6394222222222223-0.6038777777777776-0.5903500000000002-0.6260499999999999-0.6237055555555557, train_times:0-0-0-0-0, test_times:0.016128622263204308-0.016158291301690043-0.016110105987172572-0.016213995474390685-0.016001528198830783, n_comp: -, -, space_sizes: |model_spaces: 23.093-23.181-23.269-23.269-23.005,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
