UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.42493+/-0.00095), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.4245926111470908-0.4236778681632131-0.42628654969157653-0.4243570724851452-0.4257405967684463, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.8782+/-0.0605,train_time: 0.00000+/-0.00000,test_time: 0.01618+/-0.00016), => aucs:0.9097722222222222-0.921638888888889-0.9328055555555558-0.8583444444444444-0.7685388888888889, train_times:0-0-0-0-0, test_times:0.016199876135215164-0.015994255256373435-0.016105930088087916-0.01647101530106738-0.016148597665596752, n_comp: -, -, space_sizes: |model_spaces: 46.377-46.465-46.289-46.817-46.377,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9423+/-0.0168,train_time: 0.00000+/-0.00000,test_time: 0.01650+/-0.00035), => aucs:0.9414333333333333-0.9337333333333332-0.9507444444444447-0.967816666666667-0.917588888888889, train_times:0-0-0-0-0, test_times:0.01698027817765251-0.016830527933780103-0.016392579185776412-0.0160349483252503-0.016271221498027445, n_comp: -, -, space_sizes: |model_spaces: 46.917-46.741-46.565-46.565-46.565,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7128+/-0.0092,train_time: 0.00000+/-0.00000,test_time: 0.40291+/-0.00131), => aucs:0.6979722222222223-0.7065166666666668-0.722938888888889-0.7194833333333333-0.717288888888889, train_times:0-0-0-0-0, test_times:0.40156715653138236-0.401615318225231-0.40286423116922376-0.403407426760532-0.4051161651848815, n_comp: -, -, space_sizes: |model_spaces: 442.17-441.818-441.466-441.994-441.994,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6285+/-0.0333,train_time: 0.00000+/-0.00000,test_time: 0.05922+/-0.00034), => aucs:0.6514833333333334-0.562972222222222-0.635661111111111-0.6507944444444446-0.64165, train_times:0-0-0-0-0, test_times:0.05922781550325453-0.05857229403918609-0.05948918432695791-0.059463256958406416-0.059347346029244366, n_comp: -, -, space_sizes: |model_spaces: 141.757-141.661-141.661-141.757-141.757,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6496+/-0.0206,train_time: 0.00000+/-0.00000,test_time: 0.05895+/-0.00050), => aucs:0.6628666666666666-0.6086388888888888-0.6599888888888892-0.6605000000000002-0.6558999999999997, train_times:0-0-0-0-0, test_times:0.05913360532140359-0.05795757364248857-0.05920823402702809-0.05920783852925524-0.059251954674255106, n_comp: -, -, space_sizes: |model_spaces: 141.769-141.721-141.769-141.865-141.865,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7103+/-0.0063,train_time: 0.00000+/-0.00000,test_time: 0.01590+/-0.00028), => aucs:0.7080777777777778-0.7096111111111114-0.7159222222222221-0.6998944444444444-0.7177500000000001, train_times:0-0-0-0-0, test_times:0.015538582508452237-0.015585608698893338-0.016131032269913703-0.016133563267067073-0.016135177249088882, n_comp: -, -, space_sizes: |model_spaces: 22.553-23.081-23.257-23.257-23.257,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7220+/-0.0148,train_time: 0.00000+/-0.00000,test_time: 0.01582+/-0.00036), => aucs:0.7087777777777777-0.7275944444444444-0.7486111111111112-0.7107222222222221-0.7144777777777775, train_times:0-0-0-0-0, test_times:0.01621238582301885-0.015577313932590186-0.015267789119388909-0.01614515599794686-0.01592066619778052, n_comp: -, -, space_sizes: |model_spaces: 23.269-23.093-22.917-23.269-23.093,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6871+/-0.0129,train_time: 0.00000+/-0.00000,test_time: 0.01542+/-0.00041), => aucs:0.6922222222222223-0.6918722222222222-0.6738444444444445-0.7061611111111112-0.671638888888889, train_times:0-0-0-0-0, test_times:0.015936823072843255-0.015859985002316536-0.014910038781818003-0.01528740869835019-0.015089770406484604, n_comp: -, -, space_sizes: |model_spaces: 22.993-22.817-22.729-22.729-22.641,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6575+/-0.0125,train_time: 0.00000+/-0.00000,test_time: 0.01557+/-0.00023), => aucs:0.6529-0.6592944444444445-0.666477777777778-0.6726444444444443-0.6362500000000001, train_times:0-0-0-0-0, test_times:0.0158300218405202-0.015514678275212645-0.015154163853731006-0.015699187025893478-0.015638476121239364, n_comp: -, -, space_sizes: |model_spaces: 22.829-22.829-22.741-22.829-23.005,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
