UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.30281+/-0.00119), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.30278244267683474-0.30198278339812534-0.30111761988373476-0.3036876360652968-0.30445902082137766, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.8782+/-0.0605,train_time: 0.00000+/-0.00000,test_time: 0.01994+/-0.00045), => aucs:0.9097722222222222-0.921638888888889-0.9328055555555558-0.8583444444444444-0.7685388888888889, train_times:0-0-0-0-0, test_times:0.019570009177550675-0.0198262435849756-0.020044053508900105-0.020759520679712297-0.019508300255984067, n_comp: -, -, space_sizes: |model_spaces: 46.377-46.465-46.289-46.817-46.377,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9423+/-0.0168,train_time: 0.00000+/-0.00000,test_time: 0.01998+/-0.00023), => aucs:0.9414333333333333-0.9337333333333332-0.9507444444444447-0.967816666666667-0.917588888888889, train_times:0-0-0-0-0, test_times:0.020339405187405644-0.02009716167813167-0.019642670347820967-0.019979330897331237-0.019846426346339284, n_comp: -, -, space_sizes: |model_spaces: 46.917-46.741-46.565-46.565-46.565,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7128+/-0.0092,train_time: 0.00000+/-0.00000,test_time: 0.27995+/-0.00068), => aucs:0.6979722222222223-0.7065166666666668-0.722938888888889-0.7194833333333333-0.717288888888889, train_times:0-0-0-0-0, test_times:0.28041191581869496-0.28021173126762733-0.27865020545432345-0.280507801566273-0.27998720661271365, n_comp: -, -, space_sizes: |model_spaces: 442.17-441.818-441.466-441.994-441.994,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6285+/-0.0333,train_time: 0.00000+/-0.00000,test_time: 0.03132+/-0.00032), => aucs:0.6514833333333334-0.562972222222222-0.635661111111111-0.6507944444444446-0.64165, train_times:0-0-0-0-0, test_times:0.03185084912693128-0.03137756874784827-0.030879761336836963-0.031155924766790122-0.031328458071220665, n_comp: -, -, space_sizes: |model_spaces: 141.757-141.661-141.661-141.757-141.757,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6496+/-0.0206,train_time: 0.00000+/-0.00000,test_time: 0.03169+/-0.00057), => aucs:0.6628666666666666-0.6086388888888888-0.6599888888888892-0.6605000000000002-0.6558999999999997, train_times:0-0-0-0-0, test_times:0.0316738837165758-0.03136089103063568-0.03132383287884295-0.032800411095377055-0.03127613629912958, n_comp: -, -, space_sizes: |model_spaces: 141.769-141.721-141.769-141.865-141.865,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7106+/-0.0061,train_time: 0.00000+/-0.00000,test_time: 0.01785+/-0.00037), => aucs:0.7084222222222221-0.7096111111111114-0.7162388888888888-0.700922222222222-0.7178833333333332, train_times:0-0-0-0-0, test_times:0.017119653907138856-0.01794388168491423-0.01810948213096708-0.0180354023585096-0.01803406325634569, n_comp: -, -, space_sizes: |model_spaces: 22.553-23.081-23.257-23.257-23.257,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7220+/-0.0148,train_time: 0.00000+/-0.00000,test_time: 0.01803+/-0.00016), => aucs:0.7088833333333332-0.7275277777777779-0.7485555555555553-0.7107666666666665-0.7144666666666667, train_times:0-0-0-0-0, test_times:0.018260720616672187-0.017996494250837713-0.01777238693321124-0.018012906645890326-0.018085651122964917, n_comp: -, -, space_sizes: |model_spaces: 23.269-23.093-22.917-23.269-23.093,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6869+/-0.0124,train_time: 0.00000+/-0.00000,test_time: 0.01741+/-0.00024), => aucs:0.6921999999999999-0.6911333333333334-0.6746833333333335-0.7051444444444444-0.6715111111111114, train_times:0-0-0-0-0, test_times:0.017561335081700234-0.01780193531885743-0.017279804113786667-0.017183259909506886-0.017216109822038562, n_comp: -, -, space_sizes: |model_spaces: 22.993-22.817-22.729-22.729-22.641,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6577+/-0.0127,train_time: 0.00000+/-0.00000,test_time: 0.01761+/-0.00014), => aucs:0.6523277777777778-0.6598944444444446-0.6665888888888889-0.6731055555555555-0.6364444444444445, train_times:0-0-0-0-0, test_times:0.017541719612199812-0.017580746824387462-0.017652240849565716-0.0174338367767632-0.017845967796165495, n_comp: -, -, space_sizes: |model_spaces: 22.829-22.829-22.741-22.829-23.005,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
