UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.23547+/-0.00195), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.23770534448558464-0.23222639880841597-0.23515622607665138-0.2349875752814114-0.237254197394941, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.8782+/-0.0605,train_time: 0.00000+/-0.00000,test_time: 0.01787+/-0.00010), => aucs:0.9097722222222222-0.921638888888889-0.9328055555555558-0.8583444444444444-0.7685388888888889, train_times:0-0-0-0-0, test_times:0.017888027045410128-0.017731286596972495-0.017774688790086656-0.017992590251378716-0.017938684474211188, n_comp: -, -, space_sizes: |model_spaces: 46.377-46.465-46.289-46.817-46.377,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9423+/-0.0168,train_time: 0.00000+/-0.00000,test_time: 0.01775+/-0.00034), => aucs:0.9414333333333333-0.9337333333333332-0.9507444444444447-0.967816666666667-0.917588888888889, train_times:0-0-0-0-0, test_times:0.018400432099588214-0.01743942474713549-0.017717054195236413-0.017636846133973448-0.017553637141827495, n_comp: -, -, space_sizes: |model_spaces: 46.917-46.741-46.565-46.565-46.565,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7128+/-0.0092,train_time: 0.00000+/-0.00000,test_time: 0.24931+/-0.00068), => aucs:0.6979722222222223-0.7065166666666668-0.722938888888889-0.7194833333333333-0.717288888888889, train_times:0-0-0-0-0, test_times:0.2491753717768006-0.24891245105536655-0.2496580617269501-0.2503942456212826-0.24841019045561552, n_comp: -, -, space_sizes: |model_spaces: 442.17-441.818-441.466-441.994-441.994,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6285+/-0.0333,train_time: 0.00000+/-0.00000,test_time: 0.02261+/-0.00058), => aucs:0.6514833333333334-0.562972222222222-0.635661111111111-0.6507944444444446-0.64165, train_times:0-0-0-0-0, test_times:0.022192979394458235-0.02317384851630777-0.023364086146466435-0.021821590361651034-0.022499830229207873, n_comp: -, -, space_sizes: |model_spaces: 141.757-141.661-141.661-141.757-141.757,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6496+/-0.0206,train_time: 0.00000+/-0.00000,test_time: 0.02329+/-0.00117), => aucs:0.6628666666666666-0.6086388888888888-0.6599888888888892-0.6605000000000002-0.6558999999999997, train_times:0-0-0-0-0, test_times:0.022574183368124067-0.021519960835576057-0.023263095342554153-0.02469964777119458-0.024369949637912214, n_comp: -, -, space_sizes: |model_spaces: 141.769-141.721-141.769-141.865-141.865,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7106+/-0.0061,train_time: 0.00000+/-0.00000,test_time: 0.01795+/-0.00020), => aucs:0.7084222222222221-0.7096111111111114-0.7162388888888888-0.700922222222222-0.7178833333333332, train_times:0-0-0-0-0, test_times:0.017807720170821995-0.01788831065641716-0.018233819131273775-0.01813214134890586-0.01770807064604014, n_comp: -, -, space_sizes: |model_spaces: 22.553-23.081-23.257-23.257-23.257,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.7220+/-0.0148,train_time: 0.00000+/-0.00000,test_time: 0.01858+/-0.00052), => aucs:0.7088833333333332-0.7275277777777779-0.7485555555555553-0.7107666666666665-0.7144666666666667, train_times:0-0-0-0-0, test_times:0.019351218058727682-0.01886675482382998-0.018376599135808646-0.017789279122371226-0.018499912717379628, n_comp: -, -, space_sizes: |model_spaces: 23.269-23.093-22.917-23.269-23.093,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
DWSHR_WSHR_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6869+/-0.0124,train_time: 0.00000+/-0.00000,test_time: 0.01749+/-0.00048), => aucs:0.6921999999999999-0.6911333333333334-0.6746833333333335-0.7051444444444444-0.6715111111111114, train_times:0-0-0-0-0, test_times:0.017753764521330595-0.0172307898523286-0.018065680284053087-0.01668980154208839-0.01769865838577971, n_comp: -, -, space_sizes: |model_spaces: 22.993-22.817-22.729-22.729-22.641,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
DWSHR_WSHR_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-21), iat_size(auc: 0.6577+/-0.0127,train_time: 0.00000+/-0.00000,test_time: 0.01774+/-0.00045), => aucs:0.6523277777777778-0.6598944444444446-0.6665888888888889-0.6731055555555555-0.6364444444444445, train_times:0-0-0-0-0, test_times:0.017817245319020004-0.01745111932978034-0.017969961173366755-0.017084948986303063-0.018397723778616638, n_comp: -, -, space_sizes: |model_spaces: 22.829-22.829-22.741-22.829-23.005,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
